user_id_3,step,ranking_score_user_3,relevance_score_user_3,topic_score_user_3
5,86,0,6,9
5,87,0,6,8
5,88,0,6,8
5,89,0,6,8
5,90,6,0,0
5,203,0,1,1
5,204,0,6,5
5,205,0,4,5
5,206,0,3,5
5,207,0,2,4
5,208,0,1,1
5,209,3,0,0
5,182,0,4,6
5,183,0,6,5
5,184,0,4,5
5,185,0,3,4
5,186,0,4,5
5,187,0,1,1
5,188,3,0,0
5,322,0,7,9
5,323,0,6,8
5,324,0,8,9
5,325,0,5,5
5,326,0,4,7
5,327,0,6,8
5,328,6,0,0
5,406,0,6,8
5,407,0,4,8
5,408,0,7,9
5,409,0,3,6
5,410,0,3,6
5,411,0,3,7
5,412,6,0,0
5,511,0,6,8
5,512,0,5,8
5,513,0,5,8
5,514,0,5,8
5,515,0,4,7
5,516,0,3,7
5,517,6,0,0
5,420,0,7,6
5,421,0,4,6
5,422,0,8,8
5,423,0,6,7
5,424,0,8,8
5,425,0,7,8
5,426,7,0,0
5,14,0,7,8
5,15,0,8,8
5,16,0,6,8
5,17,0,6,7
5,18,0,5,7
5,19,0,4,7
5,20,7,0,0
5,392,0,8,8
5,393,0,7,8
5,394,0,7,8
5,395,0,10,10
5,396,0,3,3
5,397,0,6,7
5,398,5,0,0
5,56,0,8,8
5,57,0,4,5
5,58,0,7,8
5,59,0,8,8
5,60,0,7,8
5,61,0,8,9
5,62,7,0,0
5,21,0,3,9
5,22,0,3,6
5,23,0,8,8
5,24,0,4,7
5,25,0,2,4
5,26,0,2,3
5,27,5,0,0
5,490,0,7,8
5,491,0,2,8
5,492,0,8,8
5,493,0,6,8
5,494,0,8,7
5,495,0,6,7
5,496,6,0,0
5,399,0,2,7
5,400,0,4,8
5,401,0,4,7
5,402,0,5,8
5,403,0,7,9
5,404,0,6,8
5,405,5,0,0
5,168,0,8,9
5,169,0,6,8
5,170,0,7,8
5,171,0,6,8
5,172,0,6,8
5,173,0,7,8
5,174,6,0,0
5,434,0,4,8
5,435,0,6,8
5,436,0,6,7
5,437,0,7,8
5,438,0,8,9
5,439,0,7,7
5,440,4,0,0
5,112,0,5,8
5,113,0,4,5
5,114,0,2,4
5,115,0,2,4
5,116,0,1,2
5,117,0,3,5
5,118,5,0,0
5,259,0,8,8
5,260,0,3,7
5,261,0,4,7
5,262,0,5,8
5,263,0,7,7
5,264,0,6,8
5,265,4,0,0
5,364,0,3,6
5,365,0,1,6
5,366,0,6,6
5,367,0,4,8
5,368,0,7,8
5,369,0,8,8
5,370,4,0,0
5,231,0,4,8
5,232,0,4,7
5,233,0,9,9
5,234,0,7,9
5,235,0,4,8
5,236,0,5,7
5,237,6,0,0
5,497,0,6,8
5,498,0,7,8
5,499,0,7,9
5,500,0,8,9
5,501,0,7,9
5,502,0,7,9
5,503,7,0,0
5,294,0,7,9
5,295,0,8,9
5,296,0,5,8
5,297,0,7,8
5,298,0,5,8
5,299,0,5,8
5,300,6,0,0
5,98,0,7,9
5,99,0,6,8
5,100,0,5,8
5,101,0,7,8
5,102,0,4,8
5,103,0,7,8
5,104,6,0,0
5,504,0,9,9
5,505,0,8,8
5,506,0,5,8
5,507,0,3,7
5,508,0,7,8
5,509,0,2,7
5,510,6,0,0
5,224,0,7,9
5,225,0,7,8
5,226,0,5,7
5,227,0,7,8
5,228,0,5,7
5,229,0,3,6
5,230,6,0,0
5,196,0,1,1
5,197,0,1,1
5,198,0,6,5
5,199,0,1,1
5,200,0,1,1
5,201,0,2,6
5,202,1,0,0
5,469,0,6,8
5,470,0,3,8
5,471,0,1,8
5,472,0,6,8
5,473,0,7,8
5,474,0,6,8
5,475,5,0,0
5,301,0,5,8
5,302,0,4,8
5,303,0,4,7
5,304,0,4,8
5,305,0,5,8
5,306,0,4,7
5,307,5,0,0
5,273,0,8,9
5,274,0,8,8
5,275,0,6,8
5,276,0,7,8
5,277,0,6,8
5,278,0,8,9
5,279,6,0,0
5,105,0,6,9
5,106,0,6,8
5,107,0,3,8
5,108,0,8,8
5,109,0,5,8
5,110,0,4,3
5,111,7,0,0
5,77,0,8,8
5,78,0,7,8
5,79,0,7,8
5,80,0,8,8
5,81,0,8,8
5,82,0,8,9
5,83,5,0,0
5,385,0,8,8
5,386,0,7,8
5,387,0,7,7
5,388,0,6,8
5,389,0,6,8
5,390,0,7,8
5,391,7,0,0
5,91,0,3,8
5,92,0,4,8
5,93,0,6,8
5,94,0,6,8
5,95,0,6,8
5,96,0,5,8
5,97,4,0,0
5,315,0,7,9
5,316,0,5,8
5,317,0,8,8
5,318,0,7,8
5,319,0,8,8
5,320,0,8,8
5,321,7,0,0
5,70,0,8,9
5,71,0,8,8
5,72,0,5,6
5,73,0,1,7
5,74,0,8,8
5,75,0,7,7
5,76,5,0,0
5,49,0,3,7
5,50,0,8,8
5,51,0,6,8
5,52,0,5,8
5,53,0,6,8
5,54,0,5,8
5,55,6,0,0
5,378,0,7,10
5,379,0,6,9
5,380,0,9,9
5,381,0,8,9
5,382,0,8,8
5,383,0,6,8
5,384,5,0,0
5,427,0,3,3
5,428,0,5,5
5,429,0,7,7
5,430,0,7,8
5,431,0,5,7
5,432,0,4,8
5,433,4,0,0
5,63,0,7,10
5,64,0,3,8
5,65,0,7,8
5,66,0,5,8
5,67,0,7,8
5,68,0,7,8
5,69,6,0,0
5,441,0,8,9
5,442,0,9,9
5,443,0,8,8
5,444,0,5,8
5,445,0,5,7
5,446,0,4,7
5,447,7,0,0
5,7,0,5,8
5,8,0,1,7
5,9,0,1,8
5,10,0,1,7
5,11,0,2,6
5,12,0,1,8
5,13,3,0,0
5,119,0,5,6
5,120,0,5,6
5,121,0,3,3
5,122,0,3,3
5,123,0,2,2
5,124,0,3,4
5,125,3,0,0
5,350,0,5,10
5,351,0,6,8
5,352,0,8,9
5,353,0,8,8
5,354,0,1,1
5,355,0,3,4
5,356,7,0,0
5,336,0,7,7
5,337,0,7,8
5,338,0,7,8
5,339,0,5,8
5,340,0,6,8
5,341,0,8,9
5,342,5,0,0
5,357,0,5,8
5,358,0,8,8
5,359,0,7,8
5,360,0,8,8
5,361,0,6,8
5,362,0,7,8
5,363,7,0,0
5,245,0,9,9
5,246,0,6,8
5,247,0,8,9
5,248,0,7,8
5,249,0,6,8
5,250,0,4,8
5,251,7,0,0
5,455,0,8,8
5,456,0,5,8
5,457,0,2,8
5,458,0,6,8
5,459,0,6,8
5,460,0,5,1
5,461,5,0,0
5,252,0,7,8
5,253,0,8,8
5,254,0,6,8
5,255,0,4,8
5,256,0,4,8
5,257,0,6,7
5,258,7,0,0
5,210,0,5,8
5,211,0,7,8
5,212,0,7,7
5,213,0,3,3
5,214,0,7,8
5,215,0,7,8
5,216,5,0,0
5,126,0,4,3
5,127,0,8,7
5,128,0,8,8
5,129,0,7,7
5,130,0,6,5
5,131,0,6,6
5,132,6,0,0
5,448,0,4,8
5,449,0,2,8
5,450,0,2,8
5,451,0,6,8
5,452,0,5,8
5,453,0,3,8
5,454,4,0,0
5,42,0,6,8
5,43,0,5,8
5,44,0,5,8
5,45,0,6,8
5,46,0,7,8
5,47,0,5,7
5,48,4,0,0
5,308,0,8,8
5,309,0,6,8
5,310,0,5,8
5,311,0,4,8
5,312,0,8,8
5,313,0,5,8
5,314,6,0,0
5,371,0,7,8
5,372,0,6,7
5,373,0,8,8
5,374,0,8,8
5,375,0,4,5
5,376,0,7,7
5,377,7,0,0
5,266,0,7,7
5,267,0,8,8
5,268,0,7,8
5,269,0,5,6
5,270,0,7,7
5,271,0,6,6
5,272,6,0,0
5,280,0,7,8
5,281,0,8,8
5,282,0,7,8
5,283,0,7,7
5,284,0,7,7
5,285,0,3,5
5,286,6,0,0
5,189,0,3,4
5,190,0,2,3
5,191,0,1,1
5,192,0,1,1
5,193,0,1,1
5,194,0,1,3
5,195,1,0,0
5,161,0,5,5
5,162,0,4,6
5,163,0,8,7
5,164,0,5,6
5,165,0,7,6
5,166,0,6,6
5,167,5,0,0
